subject_id,sequence,frame,pose_family,Tx_mm,Ty_mm,Tz_mm,Tnorm_mm,valid_depth_points,Official_A_median,Corrected_A_median,Official_A_mean,Corrected_A_mean,Official_A_P90,Corrected_A_P90,Official_A_P95,Corrected_A_P95,Official_B_median,Corrected_B_median,Official_B_mean,Corrected_B_mean,Official_B_P90,Corrected_B_P90,Official_B_P95,Corrected_B_P95,Official_B_coverage,Corrected_B_coverage,runtime_sam_ms,runtime_txyz_ms,runtime_total_ms,outcome_class,fallback_reason
p000891,a001199,40,a001199,6.22199010630986,-7.654932787076518,10.20050059782207,14.190185668406361,16122,21.16805069072673,18.289137945274394,115.65478941995394,113.26101623168631,72.25654817549233,67.28238932978982,90.50060764729277,88.11494518750958,17.248263138751547,16.57807853926408,23.3869080669402,21.933402925642685,52.91859549302881,51.21224437960803,68.6201723671291,66.62677924490853,0.6556250778532622,0.6615946264480707,332.60307600721717,103.12408796744421,435.7271639746614,SMALL_CORRECTION,
p000891,a001199,59,a001199,5.327583280868353,-12.447456432155946,16.707736398142714,21.505133591652747,16131,22.419298193295425,16.31866088017425,125.69533609710906,122.82616764951796,118.20506881881768,135.48545509774152,188.57833806978704,207.1868318029462,18.666193346078813,14.753433076324976,29.779872333758266,28.36746234211001,68.12386301257233,67.1785356096759,102.2637712177129,117.82073311139897,0.6250084572930863,0.6339393587922019,338.1139319972135,123.41709400061518,461.5310259978287,SMALL_CORRECTION,
p000891,a005386,8,a005386,-0.7854575125869623,-28.74821193424171,-35.49570314297412,45.68393125087091,23601,34.38739994952881,17.926190630067374,37.775481329272836,22.827919228527612,67.40404425070648,45.77548379944505,73.88536554692962,64.21364834382467,25.196117905218337,17.29457626161802,29.48976097376407,21.692017853709526,61.12497488907392,46.904705150556076,66.61846284560797,57.35089974727311,0.660589048695465,0.6619966713863428,347.3815070465207,151.556973985862,498.9384810323827,USEFUL_CORRECTION,
p000891,a005386,16,a005386,-0.43850183473770343,-34.560231199911584,-38.20958941093622,51.52256386674424,23511,38.37159285987704,16.637910675032874,39.88236993579248,22.143612270274147,69.65962083085796,46.90010221344144,74.81909494531332,61.84131902409182,26.21169352577941,17.493447636576512,31.50803162113378,21.928680577507794,65.30638172674449,47.52932405039018,71.05482893114905,57.05624582559384,0.6509151386774343,0.6544648176342093,362.3980549746193,115.15206901822239,477.5501239928417,USEFUL_CORRECTION,
p000891,a005386,24,a005386,-0.0737489494770649,-34.458271210511256,-38.74999963735037,51.85499364207223,23547,38.28484578435148,16.36555327576879,39.5535100030447,21.794887912211752,69.84249151711973,46.19026110736598,74.13133243392889,61.20509149262356,25.63713770942602,17.161167495744227,30.828413308390072,22.531735217534898,64.13018526047023,49.58658134847342,71.01231739223768,60.32868421497408,0.6539808719413738,0.6521343104376268,349.81447499012575,112.52495099324733,462.3394259833731,USEFUL_CORRECTION,
p000893,a001415,14,a001415,4.760430333727972,10.81229507190476,-80.95372540146735,81.81120386634335,18585,73.94882650372433,8.129768250201337,76.57872357558178,13.948043046004715,109.96171379055927,39.655386190746505,120.85895095020445,45.604499772228635,58.98832422283385,9.818161523702166,56.07970655373451,14.093033749133333,98.23333439074943,34.4819434486055,112.83106937734735,43.66034011111069,0.6562761117816359,0.8338130164330145,346.84669598937035,106.57865699613467,453.425352985505,USEFUL_CORRECTION,
p000893,a001415,27,a001415,4.917356799289726,10.434560534093418,-81.35246393410519,82.16619645317085,18733,74.35428858713755,8.104897759855067,76.1481907232542,13.542235863668484,107.91344760538962,38.09855743448402,119.98269317732833,43.352542139793975,56.95008067785234,9.695961319253732,55.46887252399101,13.554370070266572,95.30590889156859,32.65065750993782,111.93664450184225,42.49415438179663,0.6535272356167878,0.8298136357837851,347.4925779737532,104.74170802626759,452.2342860000208,USEFUL_CORRECTION,
p000893,a001415,40,a001415,4.774050762022752,10.63383424301012,-77.76489434909091,78.63363647009756,18699,71.30648886317084,7.800654160412105,73.53224260067113,13.444722594129194,105.32081878494755,38.779444190815326,117.38937001448832,44.57240362763316,55.18943256927283,9.879776829104784,53.03102548875629,13.517534056112531,92.32307276574053,32.006249006536095,110.47821828240265,43.17302110192744,0.6626601076666048,0.8342653610543902,341.341833001934,105.85800599073991,447.1998389926739,USEFUL_CORRECTION,
p000893,a001444,10,a001444,16.58424254265478,-87.81950998638344,-26.161052228447446,93.12198499098726,12071,87.47173452685826,36.84445923795113,86.79264655181584,48.014575679755175,139.2773751120711,109.83402764991516,146.56142071153448,122.10811826484868,64.43872537539883,29.061351305304775,70.0689102549324,39.073477744006425,129.61376241443125,90.71631184653704,142.9541462586908,107.39766066539698,0.6143728154319203,0.7083519487004284,351.70507902512327,103.39441802352667,455.09949704864994,USEFUL_CORRECTION,
p000893,a001444,21,a001444,16.772097989714794,-88.66654977255807,-27.09876693098945,94.21997393719762,12012,88.16814537857756,36.62512998160733,87.22867782735294,47.768295147677186,140.15084034302262,110.26543057516365,147.17301803364091,120.83824114956407,64.7500629577776,28.796763646984523,70.17555513267784,38.83575516380671,130.2021995719139,90.79654346014689,144.04684055966237,106.24943716446204,0.6147297226169799,0.7100768461497974,344.0357350045815,145.47662297263741,489.5123579772189,USEFUL_CORRECTION,
