subject,sequence,frame,frame_id,camera,role,method,absolute_median_mm,absolute_mean_mm,absolute_p90_mm,absolute_p95_mm,absolute_coverage_50mm,aligned_median_mm,aligned_mean_mm,aligned_p90_mm,aligned_p95_mm,aligned_coverage_50mm,aligned_translation_mm
Sub03,Date03_Sub03_backpack_back,t0014.000,Sub03/Date03_Sub03_backpack_back/t0014.000,K2,HELD_OUT,O0,32.99348014680048,45.15719751698795,101.62568187630094,117.43510168994396,0.6346,25.43754362023219,35.0796759519259,76.42553151666121,96.36299694117166,0.747,43.71939513639449
Sub03,Date03_Sub03_backpack_back,t0014.000,Sub03/Date03_Sub03_backpack_back/t0014.000,K2,HELD_OUT,O1,23.547665931420415,37.349573395539764,87.97424221977856,104.2301997149257,0.708,25.710795372032088,34.151743060876164,71.77796224176765,93.6451518423103,0.764,28.378616432342827
Sub03,Date03_Sub03_backpack_back,t0014.000,Sub03/Date03_Sub03_backpack_back/t0014.000,K2,HELD_OUT,O2,16.318997237229286,26.35354253179352,62.83938757328909,89.05513267940324,0.8686,15.171307933937236,24.202860511333938,57.08266342203241,83.74981408810821,0.8856,19.07931925245797
Sub03,Date03_Sub03_backpack_back,t0014.000,Sub03/Date03_Sub03_backpack_back/t0014.000,K2,HELD_OUT,O3,23.58366487826253,37.223009254801134,86.67772440278173,104.79983406799755,0.713,25.608409305050266,33.64816171257779,69.38283997223616,93.06381880633894,0.7772,30.00564488023344
Sub03,Date03_Sub03_backpack_back,t0014.000,Sub03/Date03_Sub03_backpack_back/t0014.000,K2,HELD_OUT,O4,15.970817368410785,26.18928166547267,63.68524826670354,88.82978621272642,0.867,15.137212579490718,24.076081463241206,56.19858901049086,81.73784529179841,0.8872,19.414632109611233
Sub03,Date03_Sub03_backpack_back,t0014.000,Sub03/Date03_Sub03_backpack_back/t0014.000,K3,HELD_OUT,O0,35.37018238558325,46.157343073139884,89.75435436515167,102.05452776089516,0.6316,23.43609039629642,32.39355942348327,56.23519254143327,86.91246873031756,0.8746,54.64174972007592
Sub03,Date03_Sub03_backpack_back,t0014.000,Sub03/Date03_Sub03_backpack_back/t0014.000,K3,HELD_OUT,O1,24.354734423444974,38.22133731120225,76.48263742074587,88.6887309585231,0.6918,22.485604563618246,31.675975757196046,54.45753739414595,86.07377278317874,0.8848,38.238967230564036
Sub03,Date03_Sub03_backpack_back,t0014.000,Sub03/Date03_Sub03_backpack_back/t0014.000,K3,HELD_OUT,O2,16.632792819859414,29.529918477322056,56.68212715857078,93.92246790929936,0.8816,14.053964076190374,26.042636022565393,47.98063166317272,90.29575167848849,0.9028,17.706655225301574
Sub03,Date03_Sub03_backpack_back,t0014.000,Sub03/Date03_Sub03_backpack_back/t0014.000,K3,HELD_OUT,O3,23.90738678903982,37.80873385384168,74.66633333489104,88.14226013376086,0.6972,22.359386673892168,31.892985578461847,54.510965484512624,89.04422756110824,0.8842,36.33469313539106
Sub03,Date03_Sub03_backpack_back,t0014.000,Sub03/Date03_Sub03_backpack_back/t0014.000,K3,HELD_OUT,O4,17.135407718761243,30.189576356985008,57.856460352494,95.46455495372565,0.878,14.05243366526932,26.03422806098556,48.52690172584975,91.61384206138095,0.9026,19.231942533999387
Sub03,Date03_Sub03_backpack_back,t0026.000,Sub03/Date03_Sub03_backpack_back/t0026.000,K0,K0_DIAGNOSTIC,O0,13.939685552623185,19.93028027044118,42.04736416889836,56.72633346858263,0.937,13.095007162009434,18.689147459044545,41.610442986017645,57.40428869883614,0.9292,13.203728397294224
Sub03,Date03_Sub03_backpack_back,t0026.000,Sub03/Date03_Sub03_backpack_back/t0026.000,K0,K0_DIAGNOSTIC,O1,13.334202957052906,19.00179912729311,42.35609055795445,56.9504880588618,0.929,12.839342242013863,18.510446154102723,41.69865394699386,57.57585532332212,0.9284,8.796062626691642
Sub03,Date03_Sub03_backpack_back,t0026.000,Sub03/Date03_Sub03_backpack_back/t0026.000,K0,K0_DIAGNOSTIC,O2,10.312359802237879,17.22454544654378,40.73114505677966,59.306414893007336,0.9278,9.82134345784901,16.987048072192906,40.82283780456526,59.18876065097766,0.9294,5.402951823783695
