subject,sequence,frame_id,method,absolute_median_mm,absolute_mean_mm,absolute_p90_mm,absolute_p95_mm,absolute_coverage_50mm,aligned_median_mm
Sub06,Date05_Sub06_backpack_back,Sub06/Date05_Sub06_backpack_back/t0026.000,O3,14.26459559097399,36.33796029830053,34.68639202356565,43.37040116831077,0.9702,10.093438900309337
Sub06,Date05_Sub06_backpack_back,Sub06/Date05_Sub06_backpack_back/t0026.000,O4,14.414216417310328,39.15450727925838,38.12862747967724,46.99857232797178,0.9632,9.990264678485012
Sub06,Date05_Sub06_backpack_back,Sub06/Date05_Sub06_backpack_back/t0038.000,O0,27.32337333782189,45.059424857098435,59.350182993985115,69.72110237207738,0.8386,16.525243065887643
Sub06,Date05_Sub06_backpack_back,Sub06/Date05_Sub06_backpack_back/t0038.000,O1,16.335006946363933,35.58463122496223,46.49246723733338,60.06762859373321,0.9148,15.98679970978365
Sub06,Date05_Sub06_backpack_back,Sub06/Date05_Sub06_backpack_back/t0038.000,O2,12.238463335460569,33.84700731583446,47.88478310472126,69.04086551166536,0.9048,12.870143524902982
Sub06,Date05_Sub06_backpack_back,Sub06/Date05_Sub06_backpack_back/t0038.000,O3,15.415611999631,35.68275467022363,47.106001196076775,61.717408017531056,0.912,16.045078506536978
Sub06,Date05_Sub06_backpack_back,Sub06/Date05_Sub06_backpack_back/t0038.000,O4,11.545048035200452,34.012859662829904,48.52278801502897,69.85000081487624,0.9032,13.037077538068864
Sub06,Date05_Sub06_stool_sit,Sub06/Date05_Sub06_stool_sit/t0015.000,O0,25.698059571282997,46.30803256235812,72.67517173269695,94.03279169525312,0.7772,18.794419299519532
Sub06,Date05_Sub06_stool_sit,Sub06/Date05_Sub06_stool_sit/t0015.000,O1,21.861102656100933,47.02599702953409,67.5887744168178,96.75656182583643,0.8156,18.7608176068118
Sub06,Date05_Sub06_stool_sit,Sub06/Date05_Sub06_stool_sit/t0015.000,O2,17.67923141439517,48.007340126689094,73.81998025327246,103.39799295192982,0.8176,16.943301754148063
Sub06,Date05_Sub06_stool_sit,Sub06/Date05_Sub06_stool_sit/t0015.000,O3,20.534103195704137,46.68593522057761,67.44527053134965,94.93097114486821,0.8326,18.880351770372478
Sub06,Date05_Sub06_stool_sit,Sub06/Date05_Sub06_stool_sit/t0015.000,O4,17.711952906901573,48.37829242832291,74.50158521650616,105.58464573697552,0.8156,16.8301761805169
Sub06,Date05_Sub06_stool_sit,Sub06/Date05_Sub06_stool_sit/t0027.000,O0,32.8469879990312,63.10431523745691,80.90123940810876,97.58370065972481,0.7044,17.095389143224963
Sub06,Date05_Sub06_stool_sit,Sub06/Date05_Sub06_stool_sit/t0027.000,O1,26.336649760695998,56.64079197879515,68.88383032508844,84.5616943978026,0.8064,16.819777044442226
Sub06,Date05_Sub06_stool_sit,Sub06/Date05_Sub06_stool_sit/t0027.000,O2,23.385503409128887,54.37933632088725,70.9990050796166,82.53990455719543,0.7858,17.69754852639837
Sub06,Date05_Sub06_stool_sit,Sub06/Date05_Sub06_stool_sit/t0027.000,O3,25.84061735168042,55.330939860288495,72.05695899485629,86.50306965504569,0.7922,16.769950954620256
Sub06,Date05_Sub06_stool_sit,Sub06/Date05_Sub06_stool_sit/t0027.000,O4,23.01134367493433,53.94911983423561,72.54929700700305,83.88413365298172,0.785,17.479274267722396
Sub06,Date05_Sub06_stool_sit,Sub06/Date05_Sub06_stool_sit/t0038.000,O0,38.21124395560034,57.95584903776429,119.58463622476737,154.88138446419276,0.605,19.721749299450018
Sub06,Date05_Sub06_stool_sit,Sub06/Date05_Sub06_stool_sit/t0038.000,O1,30.85536005979752,45.67585849681756,108.23333081924399,133.63228358098783,0.6922,18.875283070135836
Sub06,Date05_Sub06_stool_sit,Sub06/Date05_Sub06_stool_sit/t0038.000,O2,27.007985000125114,41.238609839727744,107.85410457305133,135.19300119969384,0.753,19.12250790841226
Sub06,Date05_Sub06_stool_sit,Sub06/Date05_Sub06_stool_sit/t0038.000,O3,29.60507073125655,43.151336243318326,106.61690560138614,129.42408811072812,0.721,18.726203077931864
Sub06,Date05_Sub06_stool_sit,Sub06/Date05_Sub06_stool_sit/t0038.000,O4,25.113151650880102,40.96989966801602,105.79114433744569,136.80718119145533,0.7444,19.673758635665276
Sub06,Date05_Sub06_yogaball_play,Sub06/Date05_Sub06_yogaball_play/t0012.000,O0,30.11309435268067,52.18284512449392,65.72233542576528,90.46031687351282,0.8054,14.836409403277944
Sub06,Date05_Sub06_yogaball_play,Sub06/Date05_Sub06_yogaball_play/t0012.000,O1,20.15670824702633,51.87760670983583,52.5654564667295,71.39939181247298,0.8852,15.012405275169524
Sub06,Date05_Sub06_yogaball_play,Sub06/Date05_Sub06_yogaball_play/t0012.000,O2,18.62693598376461,47.43215785170503,51.45792585526962,65.49937944193763,0.8934,16.02562559667954
Sub06,Date05_Sub06_yogaball_play,Sub06/Date05_Sub06_yogaball_play/t0012.000,O3,17.981156757790345,50.30968922099166,51.95185968024797,71.18303513735032,0.8906,15.167348451102516
Sub06,Date05_Sub06_yogaball_play,Sub06/Date05_Sub06_yogaball_play/t0012.000,O4,18.592629722412386,47.39071450664982,51.64404520245101,65.48488238537205,0.8926,15.960199621678079
Sub06,Date05_Sub06_yogaball_play,Sub06/Date05_Sub06_yogaball_play/t0024.000,O0,50.56496973699487,53.95224172796419,100.45779514080496,144.79595414459706,0.4926,18.134554994588335
Sub06,Date05_Sub06_yogaball_play,Sub06/Date05_Sub06_yogaball_play/t0024.000,O1,40.788478935437354,46.078959961288454,87.95953185959426,131.25466703678575,0.5986,18.00045723870002
Sub06,Date05_Sub06_yogaball_play,Sub06/Date05_Sub06_yogaball_play/t0024.000,O2,43.580404459256016,48.984685962678526,89.68240094615012,103.76112678541269,0.5512,18.838797222443652
Sub06,Date05_Sub06_yogaball_play,Sub06/Date05_Sub06_yogaball_play/t0024.000,O3,32.635688866011634,39.05745046525039,71.22727554812575,111.72553621029725,0.6854,18.25387090360639
Sub06,Date05_Sub06_yogaball_play,Sub06/Date05_Sub06_yogaball_play/t0024.000,O4,42.50273517316725,47.99446491518162,88.7880463819851,102.2689351397809,0.5612,18.805267367044465
Sub06,Date05_Sub06_yogaball_play,Sub06/Date05_Sub06_yogaball_play/t0034.000,O0,31.885200345276647,64.1591804485519,83.83575407495319,99.02023661854588,0.665,20.63386521113575
Sub06,Date05_Sub06_yogaball_play,Sub06/Date05_Sub06_yogaball_play/t0034.000,O1,20.91144984893653,52.341362611752366,71.17407072785802,84.5336664669686,0.776,20.788940091001592
Sub06,Date05_Sub06_yogaball_play,Sub06/Date05_Sub06_yogaball_play/t0034.000,O2,15.660345417821528,43.47270591816026,55.33708551310197,69.52217705304413,0.866,14.175516159423331
Sub06,Date05_Sub06_yogaball_play,Sub06/Date05_Sub06_yogaball_play/t0034.000,O3,19.60448834689606,49.30602638083367,67.72334094368759,80.12110608360376,0.8084,20.236133135059013
Sub06,Date05_Sub06_yogaball_play,Sub06/Date05_Sub06_yogaball_play/t0034.000,O4,15.334644519558779,43.77318550359706,55.3972043453463,69.61395867634097,0.862,14.167071831192867
Sub07,Date06_Sub07_backpack_back,Sub07/Date06_Sub07_backpack_back/t0015.000,O0,25.086085356812482,67.90705560354114,62.084517470445455,83.28149431682338,0.865,16.080504194197225
Sub07,Date06_Sub07_backpack_back,Sub07/Date06_Sub07_backpack_back/t0015.000,O1,19.535127421172326,66.79449881083684,68.44989031348905,94.28838028268878,0.8612,14.047138150390209
Sub07,Date06_Sub07_backpack_back,Sub07/Date06_Sub07_backpack_back/t0015.000,O2,14.986080383017686,64.32975468575943,64.85554694895544,92.60902430989387,0.8472,14.141941792806733
Sub07,Date06_Sub07_backpack_back,Sub07/Date06_Sub07_backpack_back/t0015.000,O3,16.62294894272572,64.75085244072753,68.20992767619387,94.40799713741687,0.8564,14.463101891867602
Sub07,Date06_Sub07_backpack_back,Sub07/Date06_Sub07_backpack_back/t0015.000,O4,15.472373124861157,64.76342819947163,65.13101169397585,93.2956354598819,0.8452,13.93049344847967
Sub07,Date06_Sub07_backpack_back,Sub07/Date06_Sub07_backpack_back/t0027.000,O0,35.88898868087643,58.31867734644089,83.78184468409319,97.16690876902267,0.6352,21.271090445234524
Sub07,Date06_Sub07_backpack_back,Sub07/Date06_Sub07_backpack_back/t0027.000,O1,16.18184348748431,20.14712715159528,42.04058846586598,56.251173122202346,0.93,15.794852568429675
Sub07,Date06_Sub07_backpack_back,Sub07/Date06_Sub07_backpack_back/t0027.000,O2,16.153607756791896,21.869909398918875,43.68228233297877,64.4649206678975,0.9216,12.676068468905683
Sub07,Date06_Sub07_backpack_back,Sub07/Date06_Sub07_backpack_back/t0027.000,O3,20.615782377912637,23.975973498090106,45.10196905039578,59.70541629158242,0.9232,15.935878892451388
Sub07,Date06_Sub07_backpack_back,Sub07/Date06_Sub07_backpack_back/t0027.000,O4,16.654676166244094,22.186012866082624,44.52360554899152,63.49750015547339,0.9232,12.443615847078775
Sub07,Date06_Sub07_backpack_back,Sub07/Date06_Sub07_backpack_back/t0039.000,O0,49.83063593408356,78.67508145824974,113.8273403558216,134.0814206421354,0.5012,24.202629428790235
Sub07,Date06_Sub07_backpack_back,Sub07/Date06_Sub07_backpack_back/t0039.000,O1,11.683805946170004,54.51517388175465,31.35823322124983,45.82277185485955,0.9558,9.997928897548157
Sub07,Date06_Sub07_backpack_back,Sub07/Date06_Sub07_backpack_back/t0039.000,O2,10.526918591762165,53.38948883455327,30.69682663553954,40.00524437483973,0.9726,8.708598912074825
Sub07,Date06_Sub07_backpack_back,Sub07/Date06_Sub07_backpack_back/t0039.000,O3,10.172166015547967,53.311004350847846,31.167355052445203,45.187407832356385,0.958,10.02316199266091
Sub07,Date06_Sub07_backpack_back,Sub07/Date06_Sub07_backpack_back/t0039.000,O4,10.26584395281769,53.08691952902298,29.284165084769896,38.77888575882492,0.9738,8.549430725925998
Sub07,Date06_Sub07_stool_sit,Sub07/Date06_Sub07_stool_sit/t0015.000,O0,50.91109360104261,59.80811608942264,124.97664076784808,144.39958825237412,0.491,23.504705016662662
Sub07,Date06_Sub07_stool_sit,Sub07/Date06_Sub07_stool_sit/t0015.000,O1,25.513728002873265,52.89405941133359,74.32694851278869,100.2942536018626,0.7644,22.05676108800555
Sub07,Date06_Sub07_stool_sit,Sub07/Date06_Sub07_stool_sit/t0015.000,O2,34.155300064767985,62.162580461830274,98.47502175668,134.97292549841026,0.6844,21.9119649088602
Sub07,Date06_Sub07_stool_sit,Sub07/Date06_Sub07_stool_sit/t0015.000,O3,38.205026521911904,62.23858101546147,92.81388054675081,127.01040990604247,0.6448,23.29410682986667
Sub07,Date06_Sub07_stool_sit,Sub07/Date06_Sub07_stool_sit/t0015.000,O4,34.63004009199528,62.05238163237239,97.59235396976042,133.26413888740828,0.684,21.324242191728302
Sub07,Date06_Sub07_stool_sit,Sub07/Date06_Sub07_stool_sit/t0027.000,O0,25.80541710622453,49.59804185167511,76.90226496754286,112.56307251620343,0.7864,18.546839586478285
Sub07,Date06_Sub07_stool_sit,Sub07/Date06_Sub07_stool_sit/t0027.000,O1,29.28286197975907,57.12600740116924,86.33676802865482,121.27918941192678,0.7414,19.210441853134604
Sub07,Date06_Sub07_stool_sit,Sub07/Date06_Sub07_stool_sit/t0027.000,O2,30.770996920692326,61.57514655795321,99.88083178965492,131.75811983164334,0.6918,19.522633173046735
Sub07,Date06_Sub07_stool_sit,Sub07/Date06_Sub07_stool_sit/t0027.000,O3,37.49178799542095,70.20355164283123,105.7118053102515,138.31439442315875,0.6116,18.803321460036706
Sub07,Date06_Sub07_stool_sit,Sub07/Date06_Sub07_stool_sit/t0027.000,O4,28.993614556165053,61.19076163053249,98.05565878531245,131.59424512645074,0.6948,18.965194274273692
Sub07,Date06_Sub07_stool_sit,Sub07/Date06_Sub07_stool_sit/t0038.000,O0,23.229904321058555,63.409448830283296,148.3191220600174,187.97666099483382,0.7082,22.86287200749274
Sub07,Date06_Sub07_stool_sit,Sub07/Date06_Sub07_stool_sit/t0038.000,O1,37.02883418885491,75.26004331569216,134.05107478610114,168.59598395011852,0.5806,22.784707529855737
Sub07,Date06_Sub07_stool_sit,Sub07/Date06_Sub07_stool_sit/t0038.000,O2,32.98876309860798,73.41722704291436,135.57151575767526,172.2922930134187,0.6156,30.090485062750354
Sub07,Date06_Sub07_stool_sit,Sub07/Date06_Sub07_stool_sit/t0038.000,O3,38.602201268776426,76.51654687100888,132.68971280481009,166.7039213738724,0.5664,22.6661269007666
Sub07,Date06_Sub07_stool_sit,Sub07/Date06_Sub07_stool_sit/t0038.000,O4,32.958350931872644,72.70366323007153,134.32597066165687,170.35993595129102,0.617,29.622834938954618
Sub07,Date06_Sub07_yogaball_play,Sub07/Date06_Sub07_yogaball_play/t0017.000,O0,29.220108920137207,66.98384420578729,77.05092829540087,93.7423529527626,0.7484,16.90640436441384
Sub07,Date06_Sub07_yogaball_play,Sub07/Date06_Sub07_yogaball_play/t0017.000,O1,17.118423225666504,57.38489280984825,55.30027344529936,68.90177972819605,0.8718,15.933706484803764
Sub07,Date06_Sub07_yogaball_play,Sub07/Date06_Sub07_yogaball_play/t0017.000,O2,14.833461450393978,55.83925628476852,44.00940378128408,58.943616680123,0.9252,13.711175384042953
Sub07,Date06_Sub07_yogaball_play,Sub07/Date06_Sub07_yogaball_play/t0017.000,O3,17.745086172865122,58.560981813763824,68.97874047053426,75.58964277706073,0.7966,15.042520056592029
Sub07,Date06_Sub07_yogaball_play,Sub07/Date06_Sub07_yogaball_play/t0017.000,O4,14.441440245009748,55.477052116239854,43.62466016559155,57.90126739329068,0.9258,13.873652975968337
Sub07,Date06_Sub07_yogaball_play,Sub07/Date06_Sub07_yogaball_play/t0028.000,O0,42.60031843400485,71.16212434357696,96.19894147909022,114.28405525082283,0.5744,29.521145119247134
Sub07,Date06_Sub07_yogaball_play,Sub07/Date06_Sub07_yogaball_play/t0028.000,O1,27.142273038929677,51.94917144763275,78.00291285181724,95.08040342512365,0.7368,25.15369929391609
Sub07,Date06_Sub07_yogaball_play,Sub07/Date06_Sub07_yogaball_play/t0028.000,O2,23.007251434119148,45.803119152110234,70.40991019205138,90.36690717822411,0.8,22.41916773091681
Sub07,Date06_Sub07_yogaball_play,Sub07/Date06_Sub07_yogaball_play/t0028.000,O3,28.099200081125026,49.892236417517005,77.49893956957763,96.17658180376235,0.7368,25.44021428724529
Sub07,Date06_Sub07_yogaball_play,Sub07/Date06_Sub07_yogaball_play/t0028.000,O4,23.114129021725702,46.03393815119533,69.50538753761673,91.63612028701407,0.8022,22.32911609121257
Sub07,Date06_Sub07_yogaball_play,Sub07/Date06_Sub07_yogaball_play/t0039.000,O0,51.841536874309604,70.97216162252916,104.84217997349293,118.97728752873543,0.4806,36.624038490360235
Sub07,Date06_Sub07_yogaball_play,Sub07/Date06_Sub07_yogaball_play/t0039.000,O1,21.689220584312206,51.0347356975131,92.92697522999244,112.88946247875094,0.7504,22.030448154114666
Sub07,Date06_Sub07_yogaball_play,Sub07/Date06_Sub07_yogaball_play/t0039.000,O2,21.36990941522444,43.93904564156546,63.158586706173594,80.84669874180298,0.8506,20.716141718027746
Sub07,Date06_Sub07_yogaball_play,Sub07/Date06_Sub07_yogaball_play/t0039.000,O3,21.68859418630926,50.80871964230713,92.72167534997472,112.35723657147324,0.7544,21.92218881893084
Sub07,Date06_Sub07_yogaball_play,Sub07/Date06_Sub07_yogaball_play/t0039.000,O4,21.220235464780764,43.85301724187998,63.74897460152638,82.51117074128949,0.8518,20.946460652885076
