subject,sequence,frame,camera,outcome,official_median_mm,official_p90_mm,official_p95_mm,official_coverage_50mm,txyz_median_mm,txyz_p90_mm,txyz_p95_mm,txyz_coverage_50mm,delta_median_mm
Sub05,Date03_Sub05_stool,t0050.000,K3,ALL_3_IMPROVED,47.17743451008094,126.04448323954364,140.28084744732402,0.5166,20.52663155072851,46.76044484514528,55.35361204394484,0.9214,-26.650802959352433
Sub05,Date03_Sub05_yogaball,t0019.000,K1,ALL_3_IMPROVED,41.38426700640234,92.52220466527459,105.1870353948886,0.5866,11.31384020271304,41.90569649970268,50.42398594013995,0.9474,-30.0704268036893
Sub05,Date03_Sub05_yogaball,t0019.000,K2,ALL_3_IMPROVED,31.000053921917633,80.28373266505037,94.53587043763977,0.7004,11.367871763318938,48.12324208846493,55.760702297485004,0.913,-19.632182158598695
Sub05,Date03_Sub05_yogaball,t0019.000,K3,ALL_3_IMPROVED,29.279349594225913,71.36901727947351,85.03389311971719,0.7586,15.143542877492234,40.78595936393651,48.25175702414127,0.9568,-14.13580671673368
Sub05,Date03_Sub05_yogaball,t0035.000,K1,ALL_3_IMPROVED,35.81369566595609,80.55222585440922,92.3136496214277,0.6628,15.268209759264906,37.34572265474205,41.32590588461371,0.986,-20.545485906691184
Sub05,Date03_Sub05_yogaball,t0035.000,K2,ALL_3_IMPROVED,38.60916455614598,87.46173500461896,104.50937167680394,0.6156,19.440995351139975,42.29559523900216,52.56175689406217,0.94,-19.168169205006002
Sub05,Date03_Sub05_yogaball,t0035.000,K3,ALL_3_IMPROVED,51.24362630287913,97.07689112940751,108.55354771986495,0.4894,11.66713574316195,31.39796961472002,38.684200681628404,0.965,-39.57649055971718
Sub05,Date03_Sub05_yogaball,t0051.000,K1,ALL_3_IMPROVED,78.4981582053331,130.60694390844603,141.3310452682917,0.288,14.53949128626552,40.78238333153102,51.47694662664866,0.946,-63.95866691906758
Sub05,Date03_Sub05_yogaball,t0051.000,K2,ALL_3_IMPROVED,41.65241160979215,76.17494985345213,82.91363331369817,0.6204,20.333426632151777,57.6767581123428,65.43826028893666,0.8558,-21.318984977640376
Sub05,Date03_Sub05_yogaball,t0051.000,K3,ALL_3_IMPROVED,62.05611005483054,125.0903906706829,138.28577163595526,0.3942,17.15703071543971,40.188769704908246,49.412328433211705,0.9538,-44.89907933939083
Sub06,Date05_Sub06_backpack_back,t0015.000,K1,ALL_3_IMPROVED,25.65113386867908,115.88148868801473,199.3609359175667,0.7488,21.000785185768073,105.6096384303467,191.38459035418245,0.776,-4.650348682911005
Sub06,Date05_Sub06_backpack_back,t0015.000,K2,ALL_3_IMPROVED,24.764350718282508,65.12208710519576,84.33293103148507,0.8262,17.578122782564098,53.70751754101455,70.65963227188354,0.8832,-7.18622793571841
Sub06,Date05_Sub06_backpack_back,t0015.000,K3,ALL_3_IMPROVED,19.438251515667083,49.62387752512306,65.13593143716983,0.9012,17.067229539281684,41.15868465626794,55.36337753411231,0.9378,-2.3710219763854
Sub06,Date05_Sub06_backpack_back,t0026.000,K1,1_IMPROVED_0_UNCHANGED_2_DEGRADED,11.252912969860686,33.444531709901916,42.347905993474654,0.9718,10.857116021783604,32.948748704097866,41.235081172267904,0.9734,-0.39579694807708243
Sub06,Date05_Sub06_backpack_back,t0026.000,K2,1_IMPROVED_0_UNCHANGED_2_DEGRADED,12.895151874584075,31.0301888997872,37.59703640211055,0.9824,13.119404919279859,31.801015297677488,38.35197079616561,0.9816,0.224253044695784
Sub06,Date05_Sub06_backpack_back,t0026.000,K3,1_IMPROVED_0_UNCHANGED_2_DEGRADED,13.259745125926251,30.816876975516415,38.13498487044956,0.9844,13.804832452465885,31.62497728670475,39.29199813026552,0.9842,0.5450873265396332
Sub06,Date05_Sub06_backpack_back,t0038.000,K1,ALL_3_IMPROVED,27.726281793978576,60.88377155664362,70.07249853825877,0.827,13.468632970398044,43.09064138490995,54.36979866708695,0.9318,-14.257648823580531
Sub06,Date05_Sub06_backpack_back,t0038.000,K2,ALL_3_IMPROVED,30.828994502875055,65.41648979839563,75.67070337876461,0.7614,18.314659973201813,49.60249808816766,63.33187280766006,0.9038,-12.514334529673242
Sub06,Date05_Sub06_backpack_back,t0038.000,K3,ALL_3_IMPROVED,24.679544900561073,55.76444337470281,71.16393784778938,0.8556,16.17685665828906,48.23036841420131,62.78884562399829,0.9082,-8.502688242272011
Sub06,Date05_Sub06_stool_sit,t0015.000,K1,1_IMPROVED_0_UNCHANGED_2_DEGRADED,26.352642653215923,73.45854360129202,91.61232839233028,0.7624,22.735435720635387,68.25921716804014,87.06524718442306,0.8092,-3.6172069325805367
Sub06,Date05_Sub06_stool_sit,t0015.000,K2,1_IMPROVED_0_UNCHANGED_2_DEGRADED,32.75584293789497,89.1437892167511,114.17078894217724,0.716,33.835057176304346,88.05793155857414,111.92380907751192,0.7182,1.079214238409378
Sub06,Date05_Sub06_stool_sit,t0015.000,K3,1_IMPROVED_0_UNCHANGED_2_DEGRADED,18.428368853035906,65.55503762019765,98.03576945477616,0.8634,19.02245673814194,66.60568902466125,99.8113472990304,0.8512,0.5940878851060347
Sub06,Date05_Sub06_stool_sit,t0027.000,K1,ALL_3_IMPROVED,26.064210191916217,81.9091146029481,96.74505921005236,0.7428,22.775034306752744,70.33629330462541,84.22627362688044,0.7988,-3.2891758851634734
Sub06,Date05_Sub06_stool_sit,t0027.000,K2,ALL_3_IMPROVED,57.75754486666581,94.22844815491408,103.8483669139499,0.3988,46.52733156452815,79.86922540487234,91.16515754887313,0.542,-11.230213302137663
Sub06,Date05_Sub06_stool_sit,t0027.000,K3,ALL_3_IMPROVED,31.43557932204579,74.85924872126202,90.78961001969934,0.7068,25.578994688544977,62.00352432694246,76.49219018343625,0.8326,-5.8565846335008125
Sub06,Date05_Sub06_stool_sit,t0038.000,K1,ALL_3_IMPROVED,33.36502338968309,108.57187748067682,130.26135344272203,0.6284,31.299247406656022,92.15172019094285,112.57102405616378,0.6872,-2.0657759830270663
Sub06,Date05_Sub06_stool_sit,t0038.000,K2,ALL_3_IMPROVED,49.10665499704604,125.60860237157256,154.6566231639252,0.5082,35.575982207908936,108.21561727457986,132.84663669583412,0.6506,-13.530672789137107
Sub06,Date05_Sub06_stool_sit,t0038.000,K3,ALL_3_IMPROVED,37.01851278794231,120.73575823510907,160.3568986937194,0.6152,27.081281211586614,110.21592459768566,146.93677213631054,0.7256,-9.9372315763557
Sub06,Date05_Sub06_yogaball_play,t0012.000,K1,ALL_3_IMPROVED,34.84651571709506,87.3585346412602,104.08916248466646,0.6988,20.96780222219207,62.60532820330508,77.50522604696516,0.8422,-13.878713494902989
Sub06,Date05_Sub06_yogaball_play,t0012.000,K2,ALL_3_IMPROVED,31.09291062802381,66.92026224068967,86.93242458177863,0.8058,16.021091907645307,52.88486840444514,69.0691522352274,0.8824,-15.071818720378502
Sub06,Date05_Sub06_yogaball_play,t0012.000,K3,ALL_3_IMPROVED,21.19935430386966,49.487644622581925,58.071596895686326,0.9042,20.246648511803805,49.12472932989894,60.320414843616184,0.9042,-0.9527057920658564
Sub06,Date05_Sub06_yogaball_play,t0024.000,K1,ALL_3_IMPROVED,50.16519828129009,91.32720081569404,104.61319300551624,0.4976,40.283136531065985,79.11903008297881,90.65541742550558,0.6072,-9.882061750224103
Sub06,Date05_Sub06_yogaball_play,t0024.000,K2,ALL_3_IMPROVED,83.1956270766485,145.73908688768756,170.9926720767849,0.1584,67.283570482475,128.24049933332827,154.29879208791718,0.3018,-15.912056594173507
Sub06,Date05_Sub06_yogaball_play,t0024.000,K3,ALL_3_IMPROVED,32.04356892557834,97.09380451838713,130.71531905486896,0.6766,24.18598182494793,85.08397721599825,118.29956829571053,0.7684,-7.857587100630411
Sub06,Date05_Sub06_yogaball_play,t0034.000,K1,ALL_3_IMPROVED,31.200927604970587,82.66508281721693,97.800992640694,0.6688,20.491232085091834,70.62404358619709,83.98694925301166,0.7716,-10.709695519878753
Sub06,Date05_Sub06_yogaball_play,t0034.000,K2,ALL_3_IMPROVED,42.116290157679686,95.37506608335401,107.20927118732662,0.566,31.257762456257062,78.29347739566845,89.99335019859532,0.691,-10.858527701422624
Sub06,Date05_Sub06_yogaball_play,t0034.000,K3,ALL_3_IMPROVED,26.520606647828544,81.81146935621433,98.27498366184001,0.716,19.687104263386544,65.1854477896671,78.16329670488058,0.8148,-6.833502384441999
Sub07,Date06_Sub07_backpack_back,t0015.000,K1,2_IMPROVED_0_UNCHANGED_1_DEGRADED,39.39622182047432,243.09694212906805,255.3493586884303,0.5548,22.863315290744733,234.03999706667122,245.0028428117479,0.619,-16.532906529729583
Sub07,Date06_Sub07_backpack_back,t0015.000,K2,2_IMPROVED_0_UNCHANGED_1_DEGRADED,24.515210533204186,54.8848767696397,64.03756491625545,0.869,17.013662898390784,38.25966882235764,57.789551652071616,0.9368,-7.501547634813402
Sub07,Date06_Sub07_backpack_back,t0015.000,K3,2_IMPROVED_0_UNCHANGED_1_DEGRADED,19.72539545241594,60.56066525500371,83.45481467496104,0.868,19.80431693371866,66.45569565226045,92.12071711095119,0.8616,0.07892148130272147
